trade_date,lowvol_return,long_return,short_return,long_count,short_count,holdings_count,signal_date
2020-09-08,0.012079972575705578,0.015242263534216908,0.0031622909585113284,753,753,1506,2020-09-07
2020-09-09,0.035779710775155675,-0.005269368296917987,-0.04104907907207366,753,753,1506,2020-09-08
2020-09-10,0.016594171113535894,-0.026383084783879844,-0.04297725589741574,753,753,1506,2020-09-09
2020-09-11,-0.014845441177033781,0.004736345892593501,0.019581787069627283,754,754,1508,2020-09-10
2020-09-14,-0.02298312849801847,0.005053285037550369,0.02803641353556884,754,754,1508,2020-09-11
2020-09-15,-0.008136592949929841,-0.00036201844102748957,0.007774574508902351,754,754,1508,2020-09-14
2020-09-16,0.009460716291444087,-0.0017682252740049333,-0.01122894156544902,754,754,1508,2020-09-15
2020-09-17,-0.006694722983932808,-0.0003757819452153204,0.006318941038717487,754,754,1508,2020-09-16
2020-09-18,0.0017831336057884273,0.014171122069258746,0.012387988463470318,754,754,1508,2020-09-17
2020-09-21,-0.0028453011822835417,-0.003784213185713219,-0.0009389120034296772,754,754,1508,2020-09-18
2020-09-22,0.0014132750819838922,-0.01326396225780821,-0.014677237339792102,755,755,1510,2020-09-21
2020-09-23,-0.01002469551526604,0.0010986175047999704,0.01112331302006601,755,755,1510,2020-09-22
2020-09-24,0.01135282619871382,-0.020734279761990285,-0.032087105960704104,755,755,1510,2020-09-23
2020-09-25,0.0023791823949347386,-0.0034391504566776893,-0.005818332851612428,755,755,1510,2020-09-24
2020-09-28,0.013139345770359776,-0.006546604048126789,-0.019685949818486564,755,755,1510,2020-09-25
2020-09-29,-0.009701371867325288,0.0025503935019944605,0.01225176536931975,755,755,1510,2020-09-28
2020-09-30,-0.004733551900425568,-0.004095535677973949,0.0006380162224516196,756,756,1512,2020-09-29
2020-10-09,-0.019046731264288252,0.01912140765335139,0.03816813891763964,756,756,1512,2020-09-30
2020-10-12,-0.02073973980345843,0.02003751534435944,0.04077725514781787,756,756,1512,2020-10-09
2020-10-13,-0.012724999230708075,-0.0025494797953149804,0.010175519435393094,756,756,1512,2020-10-12
2020-10-14,0.0018106740206973101,-0.004431953897861933,-0.006242627918559243,756,756,1512,2020-10-13
2020-10-15,0.013527245012740462,-0.0005608305040697621,-0.014088075516810223,756,756,1512,2020-10-14
2020-10-16,0.003601145057296232,0.0038186045730111006,0.0002174595157148686,756,756,1512,2020-10-15
2020-10-19,0.001699631573468714,-0.003607316780193066,-0.00530694835366178,756,756,1512,2020-10-16
2020-10-20,-0.009499358356749539,0.0035289749030285463,0.013028333259778086,757,757,1514,2020-10-19
2020-10-21,0.015101175361625665,-0.004439218950816432,-0.019540394312442096,757,757,1514,2020-10-20
2020-10-22,-1.73062575791901e-05,-0.0028852825055956546,-0.0028679762480164645,757,757,1514,2020-10-21
2020-10-23,0.01658145913357458,-0.004746806730878128,-0.02132826586445271,757,757,1514,2020-10-22
2020-10-26,-0.011509815845668993,-0.003464041254173341,0.008045774591495651,757,757,1514,2020-10-23
2020-10-27,-0.006665492426093848,-0.002908365875129012,0.0037571265509648358,758,758,1516,2020-10-26
2020-10-28,-0.00028459245429694356,0.0006570671732681098,0.0009416596275650534,758,758,1516,2020-10-27
2020-10-29,0.005334972380722262,-0.0004473823910310653,-0.005782354771753328,758,758,1516,2020-10-28
2020-10-30,0.01395035631733537,-0.017978421861546023,-0.031928778178881394,759,759,1518,2020-10-29
2020-11-02,-0.005426151798147357,-0.002605084002730924,0.002821067795416433,759,759,1518,2020-10-30
2020-11-03,-0.007834036938079091,0.015322388795013098,0.02315642573309219,759,759,1518,2020-11-02
2020-11-04,0.002570958642897995,-0.0015922193829285517,-0.004163178025826547,759,759,1518,2020-11-03
2020-11-05,-0.006815036706370969,0.01230396506011443,0.0191190017664854,759,759,1518,2020-11-04
2020-11-06,0.016913558433996737,-0.00045038093075049356,-0.01736393936474723,760,760,1520,2020-11-05
2020-11-09,-0.01776867253025609,0.014189322833914267,0.031957995364170357,760,760,1520,2020-11-06
2020-11-10,0.012261328963825948,-0.003623270140941451,-0.0158845991047674,760,760,1520,2020-11-09
2020-11-11,0.029029685367546226,0.0021717095485349414,-0.026857975819011285,761,761,1522,2020-11-10
2020-11-12,0.0019485188892748588,0.0013799201135830316,-0.0005685987756918273,761,761,1522,2020-11-11
2020-11-13,-0.004466566484913054,-0.003456664528688092,0.0010099019562249624,761,761,1522,2020-11-12
2020-11-16,0.01732656132237824,0.01688121512214585,-0.0004453462002323881,761,761,1522,2020-11-13
2020-11-17,0.015463089608693444,0.0019041873811177481,-0.013558902227575696,762,762,1524,2020-11-16
2020-11-18,0.0016426414565312063,0.00437888153469116,0.0027362400781599534,762,762,1524,2020-11-17
2020-11-19,-0.010894394739242901,-0.0016385572821578068,0.009255837457085095,762,762,1524,2020-11-18
2020-11-20,0.0014606377325012548,0.005422460454772787,0.003961822722271532,762,762,1524,2020-11-19
2020-11-23,0.00927859195937909,0.008399183876848442,-0.0008794080825306474,762,762,1524,2020-11-20
2020-11-24,-0.0006329625467342518,-0.0005894819406997592,4.348060603449258e-05,762,762,1524,2020-11-23
2020-11-25,0.004289881413980692,-0.009877432670867171,-0.014167314084847863,763,763,1526,2020-11-24
2020-11-26,0.007925113761670918,0.00029883744268801806,-0.0076262763189829,763,763,1526,2020-11-25
2020-11-27,0.007770253786477543,0.004109533856658237,-0.0036607199298193064,763,763,1526,2020-11-26
2020-11-30,-0.0020630097644382572,-0.0027773434945178367,-0.0007143337300795794,763,763,1526,2020-11-27
2020-12-01,-0.007276013428264347,0.009356171724471377,0.016632185152735724,764,764,1528,2020-11-30
2020-12-02,0.00034199082091377914,0.0010524325810532418,0.0007104417601394627,764,764,1528,2020-12-01
2020-12-03,0.00023174419022558776,-0.0021150152539095935,-0.0023467594441351812,764,764,1528,2020-12-02
2020-12-04,-0.00311343707192557,-0.0016593129650795822,0.0014541241068459876,764,764,1528,2020-12-03
2020-12-07,-0.006346566697777922,-0.008621131425949084,-0.0022745647281711624,764,764,1528,2020-12-04
2020-12-08,-0.004253697935719859,-0.0037393423078724173,0.0005143556278474419,765,765,1530,2020-12-07
2020-12-09,0.0091025119156281,-0.013192460014825722,-0.022294971930453822,765,765,1530,2020-12-08
2020-12-10,-0.00018706535736240755,0.00030795789621982777,0.0004950232535822353,765,765,1530,2020-12-09
2020-12-11,0.0027892389798057325,-0.012169978284053345,-0.014959217263859077,765,765,1530,2020-12-10
2020-12-14,-0.012215435311834246,0.001382687349936183,0.013598122661770429,766,766,1532,2020-12-11
2020-12-15,-0.0012496403001330868,-0.002646345355002885,-0.0013967050548697984,766,766,1532,2020-12-14
2020-12-16,0.01036969006090225,-0.00644790910213452,-0.01681759916303677,766,766,1532,2020-12-15
2020-12-17,-0.0005770344894664072,0.009201601512248093,0.0097786360017145,766,766,1532,2020-12-16
2020-12-18,0.007909424527517087,0.0015215652242157607,-0.006387859303301326,766,766,1532,2020-12-17
2020-12-21,-0.012574735637015692,0.0035923849961513967,0.01616712063316709,766,766,1532,2020-12-18
2020-12-22,0.0006112035359364804,-0.018241875059995336,-0.018853078595931817,767,767,1534,2020-12-21
2020-12-23,-0.004953996033463312,0.002688893663038696,0.007642889696502009,767,767,1534,2020-12-22
2020-12-24,0.0077177456062936176,-0.012749977389013886,-0.020467722995307504,767,767,1534,2020-12-23
2020-12-25,0.007324009013698306,0.012708270396005389,0.005384261382307083,768,768,1536,2020-12-24
2020-12-28,0.006088230765041934,-0.007461202292165174,-0.013549433057207108,768,768,1536,2020-12-25
2020-12-29,0.004437793375778598,-0.0008233064295329082,-0.005261099805311507,768,768,1536,2020-12-28
2020-12-30,0.0005307474365618433,0.002001784201938412,0.0014710367653765688,768,768,1536,2020-12-29
2020-12-31,-0.010302982547619067,0.008770661416066958,0.019073643963686025,769,769,1538,2020-12-30
2021-01-04,-0.017835769782062832,0.004183594620294939,0.02201936440235777,769,769,1538,2020-12-31
2021-01-05,-0.002186554279738769,-0.0035639661617270957,-0.0013774118819883266,769,769,1538,2021-01-04
2021-01-06,0.013209937382032105,-0.0042053581932820945,-0.0174152955753142,770,770,1540,2021-01-05
2021-01-07,0.011919514554782382,-0.018954524187390208,-0.03087403874217259,770,770,1540,2021-01-06
2021-01-08,0.004545814567493183,0.0014694386015824791,-0.0030763759659107044,770,770,1540,2021-01-07
2021-01-11,0.00418419828755303,-0.01977064257098007,-0.0239548408585331,770,770,1540,2021-01-08
2021-01-12,5.096665564037657e-05,0.007976367965775112,0.007925401310134736,771,771,1542,2021-01-11
2021-01-13,0.010370240247246212,-0.00828412633170588,-0.018654366578952093,771,771,1542,2021-01-12
2021-01-14,0.004579142720288358,0.006715963130551504,0.002136820410263146,772,772,1544,2021-01-13
2021-01-15,-0.007077771216163665,0.008377464383838967,0.015455235600002632,772,772,1544,2021-01-14
2021-01-18,-0.018022865844723013,0.005970392842623059,0.023993258687346072,772,772,1544,2021-01-15
2021-01-19,0.001740221340537012,0.005672635507335845,0.003932414166798833,773,773,1546,2021-01-18
2021-01-20,-0.01073698182090329,-0.0028253010831468207,0.007911680737756468,773,773,1546,2021-01-19
2021-01-21,-0.004426395759673753,0.00289723924229264,0.007323635001966393,774,774,1548,2021-01-20
2021-01-22,-0.002964287947153553,-0.012471348923993802,-0.009507060976840249,775,775,1550,2021-01-21
2021-01-25,0.0006993854258303869,-0.014199893564811638,-0.014899278990642025,775,775,1550,2021-01-22
2021-01-26,0.010608167811644028,-0.004398406651344265,-0.015006574462988292,776,776,1552,2021-01-25
2021-01-27,0.004944942237390259,0.00271733236978644,-0.0022276098676038197,777,777,1554,2021-01-26
2021-01-28,0.010158849886011853,-0.007730874349184442,-0.017889724235196296,777,777,1554,2021-01-27
2021-01-29,0.010757484680103015,-0.010408773532462565,-0.02116625821256558,777,777,1554,2021-01-28
2021-02-01,-0.0018222872002763959,0.0009269751431599012,0.002749262343436297,777,777,1554,2021-01-29
2021-02-02,-0.005130609425592517,-0.0001822664614373928,0.004948342964155124,777,777,1554,2021-02-01
2021-02-03,0.012836254651308174,-0.01064032004911594,-0.023476574700424115,778,778,1556,2021-02-02
2021-02-04,0.007636882075704959,-0.0148386557337835,-0.02247553780948846,779,779,1558,2021-02-03
2021-02-05,0.02033393612058725,-0.0005373140818631191,-0.020871250202450366,779,779,1558,2021-02-04
2021-02-08,0.009098929935594007,0.004917655169749327,-0.004181274765844679,779,779,1558,2021-02-05
2021-02-09,-0.012282504960929717,0.010425554485213376,0.022708059446143094,780,780,1560,2021-02-08
2021-02-10,-0.001267829852632271,0.005474373840171243,0.006742203692803514,780,780,1560,2021-02-09
2021-02-18,-0.0051297836519611055,0.022281014014154034,0.02741079766611514,781,781,1562,2021-02-10
2021-02-19,-0.0025630896397399634,0.025565738987933642,0.028128828627673606,781,781,1562,2021-02-18
2021-02-22,0.004203022357593601,0.012407758860722462,0.00820473650312886,781,781,1562,2021-02-19
2021-02-23,0.00677779711271273,-0.002715882036613468,-0.009493679149326199,782,782,1564,2021-02-22
2021-02-24,-0.005424775033618804,-0.0013203399794140562,0.0041044350542047475,782,782,1564,2021-02-23
2021-02-25,0.012855799555865004,0.002519730120684693,-0.010336069435180312,782,782,1564,2021-02-24
2021-02-26,-0.0017899567103017433,-0.006024594835360766,-0.004234638125059023,783,783,1566,2021-02-25
2021-03-01,-0.013897246262759034,0.014175183296677009,0.028072429559436042,784,784,1568,2021-02-26
2021-03-02,0.0032694104170585044,-0.004364511964967877,-0.0076339223820263815,785,785,1570,2021-03-01
2021-03-03,0.0014925279472760185,0.013599078297888298,0.01210655035061228,785,785,1570,2021-03-02
2021-03-04,0.01574507366690899,0.0003262756755788815,-0.015418797991330111,785,785,1570,2021-03-03
2021-03-05,-0.00723320444415199,0.006092995675545959,0.01332620011969795,789,789,1578,2021-03-04
2021-03-08,0.01859634173500642,-0.003949279235575901,-0.02254562097058232,789,789,1578,2021-03-05
2021-03-09,0.02531222489421432,-0.010916914891979036,-0.036229139786193354,789,789,1578,2021-03-08
2021-03-10,-0.0014639127703404628,-0.013472058194926674,-0.012008145424586211,789,789,1578,2021-03-09
2021-03-11,-0.006918060785552651,0.016845923422498178,0.02376398420805083,790,790,1580,2021-03-10
2021-03-12,0.013904945840434854,0.009904908495920128,-0.0040000373445147255,791,791,1582,2021-03-11
2021-03-15,0.01626004165931283,0.006773990636559255,-0.009486051022753576,791,791,1582,2021-03-12
2021-03-16,-0.003586840842048052,0.010784900385257075,0.014371741227305126,792,792,1584,2021-03-15
2021-03-17,-0.01822484624539785,-0.0033256956606095194,0.014899150584788332,793,793,1586,2021-03-16
2021-03-18,0.0013085824003543176,0.0014572354627869267,0.00014865306243260902,793,793,1586,2021-03-17
2021-03-19,0.002402857567528128,-0.002212026313684541,-0.004614883881212669,793,793,1586,2021-03-18
2021-03-22,0.001251770652892753,0.01648131043057794,0.015229539777685187,793,793,1586,2021-03-19
2021-03-23,0.007391431235107861,-0.008825687321003504,-0.016217118556111364,793,793,1586,2021-03-22
2021-03-24,0.009446500694245864,-0.0026134578491485323,-0.012059958543394396,794,794,1588,2021-03-23
2021-03-25,-0.0024859081171281416,-0.004251799061761771,-0.0017658909446336293,795,795,1590,2021-03-24
2021-03-26,-0.009445870350483611,0.008549153077765248,0.01799502342824886,795,795,1590,2021-03-25
2021-03-29,0.004926667361266307,0.003116325742898343,-0.0018103416183679634,795,795,1590,2021-03-26
2021-03-30,0.0018809135618213764,-0.006836719570910516,-0.008717633132731892,796,796,1592,2021-03-29
2021-03-31,0.01125359357058272,0.009157220532031867,-0.0020963730385508516,797,797,1594,2021-03-30
2021-04-01,-0.002006091406620448,0.0016305292104415515,0.0036366206170619997,797,797,1594,2021-03-31
2021-04-02,-0.011624946575665835,-0.002014690591993093,0.009610255983672742,798,798,1596,2021-04-01
2021-04-06,-0.008183437853855453,0.004815946809255041,0.012999384663110495,799,799,1598,2021-04-02
2021-04-07,-0.00010349694979900834,0.006384460619941371,0.006487957569740379,799,799,1598,2021-04-06
2021-04-08,-0.0007720085149924985,-0.008500783867720591,-0.007728775352728093,800,800,1600,2021-04-07
2021-04-09,0.004507645978091116,0.00170267673185632,-0.0028049692462347956,801,801,1602,2021-04-08
2021-04-12,0.01775949178734668,-0.0019028584433092117,-0.019662350230655892,802,802,1604,2021-04-09
2021-04-13,-0.0025497393204776484,-0.008164455022322362,-0.005614715701844714,803,803,1606,2021-04-12
2021-04-14,-0.006012757580040812,0.007778697715828556,0.013791455295869368,803,803,1606,2021-04-13
2021-04-15,0.005590912916788928,-0.0008027901823846584,-0.006393703099173586,803,803,1606,2021-04-14
2021-04-16,-0.0014056907915322072,0.015047017960338733,0.01645270875187094,803,803,1606,2021-04-15
2021-04-19,-0.016361631679504815,0.004182430514794338,0.020544062194299155,804,804,1608,2021-04-16
2021-04-20,0.00012257166732835938,-0.004004266422547704,-0.004126838089876063,804,804,1608,2021-04-19
2021-04-21,-0.0003324336293788082,-0.003289620705773447,-0.002957187076394639,804,804,1608,2021-04-20
2021-04-22,-0.0044601634715220285,0.0009222032026522569,0.005382366674174285,805,805,1610,2021-04-21
2021-04-23,-0.0038245810156186284,-0.009928427239292333,-0.006103846223673704,805,805,1610,2021-04-22
2021-04-26,-0.0014780438123001673,-0.004723447603284623,-0.003245403790984456,805,805,1610,2021-04-23
2021-04-27,0.00473330257302075,-0.005102537721334593,-0.009835840294355342,806,806,1612,2021-04-26
2021-04-28,0.0016345620214831859,0.002508785857048582,0.0008742238355653964,806,806,1612,2021-04-27
2021-04-29,0.009497673705314489,0.0012008460367234932,-0.008296827668590996,806,806,1612,2021-04-28
2021-04-30,0.0013561563594197013,-0.00714716255658842,-0.008503318916008121,807,807,1614,2021-04-29
2021-05-06,0.0022972101839687687,0.0047444067319740105,0.002447196548005242,807,807,1614,2021-04-30
2021-05-07,0.013171568150769402,0.0014327616353869471,-0.011738806515382455,807,807,1614,2021-05-06
2021-05-10,-0.0015029047238448983,0.004063336770582611,0.005566241494427509,808,808,1616,2021-05-07
2021-05-11,0.005954012458119294,0.007956370228941084,0.0020023577708217894,808,808,1616,2021-05-10
2021-05-12,-0.005740787512195403,0.007140931328039423,0.012881718840234826,808,808,1616,2021-05-11
2021-05-13,0.003536769084869807,-0.0006878311875999709,-0.004224600272469778,808,808,1616,2021-05-12
2021-05-14,-0.006669852665491924,0.00935413817391884,0.016023990839410765,808,808,1616,2021-05-13
2021-05-17,-0.005344944806528486,-0.0113346013839111,-0.005989656577382614,809,809,1618,2021-05-14
2021-05-18,-0.0008312322460412459,0.004552945939661615,0.005384178185702861,809,809,1618,2021-05-17
2021-05-19,-0.007318320949031851,-0.0045419992545884915,0.002776321694443359,809,809,1618,2021-05-18
2021-05-20,-0.003738259448503565,-0.00505304686871334,-0.0013147874202097754,810,810,1620,2021-05-19
2021-05-21,0.0032437043166782357,0.0028283719818219654,-0.00041533233485627034,810,810,1620,2021-05-20
2021-05-24,0.00022450023367257335,0.006252179908877658,0.006027679675205085,810,810,1620,2021-05-21
2021-05-25,-0.0054805672558387785,0.004389553411462324,0.009870120667301103,810,810,1620,2021-05-24
2021-05-26,-0.0031882517352710936,0.003933295852666196,0.00712154758793729,810,810,1620,2021-05-25
2021-05-27,-0.00767818928162722,0.0019938966962675113,0.009672085977894731,811,811,1622,2021-05-26
2021-05-28,-0.00016607316790485114,-0.0038022081499203965,-0.0036361349820155453,811,811,1622,2021-05-27
2021-05-31,-0.0198190645058316,0.002996879771417678,0.022815944277249277,811,811,1622,2021-05-28
2021-06-01,-0.005162630416117105,0.0050501141689605475,0.010212744585077652,811,811,1622,2021-05-31
2021-06-02,0.010955410587482058,-0.0024213004017833847,-0.013376710989265444,812,812,1624,2021-06-01
2021-06-03,0.010891284389916354,0.0053568249114022805,-0.005534459478514074,812,812,1624,2021-06-02
2021-06-04,-0.006720358640203717,-0.0030894312984475706,0.003630927341756147,812,812,1624,2021-06-03
2021-06-07,-0.008169829139001036,0.0027681606617825745,0.01093798980078361,812,812,1624,2021-06-04
2021-06-08,0.007448463362463778,0.0026934143041067123,-0.004755049058357066,813,813,1626,2021-06-07
2021-06-09,-0.0006050746373168498,0.0016623216496232782,0.002267396286940128,813,813,1626,2021-06-08
2021-06-10,-0.008519187727166894,0.00016735792435369765,0.008686545651520591,813,813,1626,2021-06-09
2021-06-11,0.005815504540733556,-0.0027962013625695854,-0.008611705903303141,814,814,1628,2021-06-10
2021-06-15,-0.004137025536502997,-0.010432949824959372,-0.006295924288456375,814,814,1628,2021-06-11
2021-06-16,0.012321882151575661,-0.004304610112195556,-0.016626492263771216,814,814,1628,2021-06-15
2021-06-17,-0.01679599185839104,-0.00161410283053114,0.015181889027859897,815,815,1630,2021-06-16
2021-06-18,-0.014223521758539739,0.0023959384997076527,0.01661946025824739,816,816,1632,2021-06-17
2021-06-21,-0.015385654156287438,0.0027367327373787626,0.0181223868936662,816,816,1632,2021-06-18
2021-06-22,0.0003505176600003485,0.006252781488202099,0.005902263828201751,816,816,1632,2021-06-21
2021-06-23,-0.004413156323619351,0.0004133270115829183,0.004826483335202269,816,816,1632,2021-06-22
2021-06-24,0.01071396553786795,-0.0009228092127118104,-0.01163677475057976,817,817,1634,2021-06-23
2021-06-25,-0.0011725809286754847,0.0011073871141993902,0.002279968042874875,817,817,1634,2021-06-24
2021-06-28,-0.010099783237538792,0.0004491601758150321,0.010548943413353823,818,818,1636,2021-06-25
2021-06-29,-0.00040312331462191014,-0.008307534905008265,-0.007904411590386354,818,818,1636,2021-06-28
2021-06-30,-0.005520543408627782,0.0035463523602645777,0.00906689576889236,818,818,1636,2021-06-29
2021-07-01,0.01571777374272887,-0.00441893850819663,-0.020136712250925497,819,819,1638,2021-06-30
2021-07-02,-0.0008651662270587617,-0.004284620784413786,-0.0034194545573550243,820,820,1640,2021-07-01
2021-07-05,-0.015647129586019652,0.005487626761044739,0.021134756347064392,820,820,1640,2021-07-02
2021-07-06,0.005937012285081216,0.0025663726484310896,-0.0033706396366501266,821,821,1642,2021-07-05
2021-07-07,-0.01616512932123434,-0.0007248842028692352,0.015440245118365106,822,822,1644,2021-07-06
2021-07-08,-0.010363290703532178,-0.007802225127026348,0.00256106557650583,822,822,1644,2021-07-07
2021-07-09,0.0017119633196870637,0.0051768221778022054,0.003464858858115142,822,822,1644,2021-07-08
2021-07-12,-0.011312842544926958,0.005181352252278912,0.01649419479720587,823,823,1646,2021-07-09
2021-07-13,0.0009204501988675676,0.00423571347053632,0.0033152632716687527,824,824,1648,2021-07-12
2021-07-14,0.006168681407403253,-0.0066460536358550855,-0.012814735043258339,824,824,1648,2021-07-13
2021-07-15,0.002365429661760219,-0.005402422381678334,-0.0077678520434385535,824,824,1648,2021-07-14
2021-07-16,0.0027373466542005126,0.00019501302377603408,-0.0025423336304244786,824,824,1648,2021-07-15
2021-07-19,-0.0004565112372499579,-0.001969890737424421,-0.0015133795001744633,825,825,1650,2021-07-16
2021-07-20,-0.008741074057948148,-0.00031177000721661853,0.008429304050731529,825,825,1650,2021-07-19
2021-07-21,-0.01986111358312368,0.003583910384338073,0.023445023967461755,825,825,1650,2021-07-20
2021-07-22,-0.0037394681932855366,0.0037176405290085296,0.007457108722294066,825,825,1650,2021-07-21
2021-07-23,0.005632945380322489,-0.007131710205367412,-0.0127646555856899,825,825,1650,2021-07-22
2021-07-26,6.068782543470694e-06,-0.013734462444920676,-0.013740531227464147,825,825,1650,2021-07-23
2021-07-27,0.014059162642126564,-0.013177362519373004,-0.027236525161499568,825,825,1650,2021-07-26
2021-07-28,0.00902202497672839,-0.01706251250217473,-0.02608453747890312,826,826,1652,2021-07-27
2021-07-29,-0.03645232217881355,0.008270923561247734,0.044723245740061285,826,826,1652,2021-07-28
2021-07-30,-0.01179969021856197,0.002987068608061139,0.014786758826623109,827,827,1654,2021-07-29
2021-08-02,-0.006327661504307016,0.01525588975251428,0.021583551256821296,827,827,1654,2021-07-30
2021-08-03,0.016246489643806636,0.0041814350277105,-0.012065054616096135,828,828,1656,2021-08-02
2021-08-04,-0.022753588532939496,0.0014419710514845293,0.024195559584424025,828,828,1656,2021-08-03
2021-08-05,0.0031883549704596692,-0.003947236707398403,-0.007135591677858072,828,828,1656,2021-08-04
2021-08-06,-0.0010798404865782888,-7.430744894088511e-05,0.0010055330376374037,829,829,1658,2021-08-05
2021-08-09,0.00532541165836347,0.0122437141118741,0.0069183024535106295,830,830,1660,2021-08-06
2021-08-10,-0.005437052736162606,0.005712784316504849,0.011149837052667455,830,830,1660,2021-08-09
2021-08-11,-0.0055852667960707945,0.004884229167322394,0.010469495963393189,830,830,1660,2021-08-10
2021-08-12,0.0005335445955363515,0.0021395055895620393,0.0016059609940256877,830,830,1660,2021-08-11
2021-08-13,0.00504382561741032,0.0007389489567369317,-0.004304876660673388,831,831,1662,2021-08-12
2021-08-16,0.0100256260499028,0.004917482218093511,-0.005108143831809289,831,831,1662,2021-08-13
2021-08-17,0.015461462668096568,-0.014033666081407168,-0.029495128749503736,831,831,1662,2021-08-16
2021-08-18,0.0037678954298861287,0.01279667676800917,0.009028781338123041,832,832,1664,2021-08-17
2021-08-19,-0.008133036226114033,-0.004071602638583148,0.0040614335875308865,833,833,1666,2021-08-18
2021-08-20,0.004618598281365101,-0.002527349321788219,-0.00714594760315332,834,834,1668,2021-08-19
2021-08-23,-0.018778408708915777,0.01363332995530237,0.03241173866421815,834,834,1668,2021-08-20
2021-08-24,-0.0008027240028423378,0.00572043699529794,0.006523160998140278,834,834,1668,2021-08-23
2021-08-25,0.00023777395290152086,0.007945158540630754,0.007707384587729234,834,834,1668,2021-08-24
2021-08-26,0.012908254949302448,0.0007489094770683724,-0.012159345472234077,834,834,1668,2021-08-25
2021-08-27,0.0018940971630545286,-0.0009303188548161193,-0.002824416017870648,835,835,1670,2021-08-26
